Input1,Input2,Input3,Input4,Input5,Input_Differential1,Input_Differential2,Input_Differential3,Input_Differential4,Output1,Output2,Output3,Output4,Output5,Output6,Output7,Output8,Output9,Output10,Output_Differential1,Output_Differential2,Output_Differential3,Output_Differential4,Output_Differential5,Output_Differential6,Output_Differential7,Output_Differential8,Output_Differential9,Output_Differential10
-0.14085454965002686,-0.16845197428252112,-0.1956682065180505,-0.22269780152657936,-0.2490328798237239,-0.24079419240077274,-0.23564143432832335,-0.23436064925913036,-0.23256338397252166,-0.2733884723799527,-0.2935566042431125,-0.30619590348253756,-0.30694019012112184,-0.2913689897157232,-0.25708542781776966,-0.20570815819597577,-0.14269943036056043,-0.07488790455032868,-0.00795187700493627,-0.22549764925938415,-0.2077924119155285,-0.17279924997610246,-0.11282471565941657,-0.022410525312468767,0.09424755977938712,0.21759914270654251,0.3186848704893598,0.3771479386606324,0.39180199931052895
-0.16845197428252112,-0.1956682065180505,-0.22269780152657936,-0.2490328798237239,-0.2733884723799527,-0.23564143432832335,-0.23436064925913036,-0.23256338397252166,-0.22549764925938415,-0.2935566042431125,-0.30619590348253756,-0.30694019012112184,-0.2913689897157232,-0.25708542781776966,-0.20570815819597577,-0.14269943036056043,-0.07488790455032868,-0.00795187700493627,0.054510512765986396,-0.2077924119155285,-0.17279924997610246,-0.11282471565941657,-0.022410525312468767,0.09424755977938712,0.21759914270654251,0.3186848704893598,0.3771479386606324,0.39180199931052895,0.3744292620572372
-0.1956682065180505,-0.22269780152657936,-0.2490328798237239,-0.2733884723799527,-0.2935566042431125,-0.23436064925913036,-0.23256338397252166,-0.22549764925938415,-0.2077924119155285,-0.30619590348253756,-0.30694019012112184,-0.2913689897157232,-0.25708542781776966,-0.20570815819597577,-0.14269943036056043,-0.07488790455032868,-0.00795187700493627,0.054510512765986396,0.11066795766841486,-0.17279924997610246,-0.11282471565941657,-0.022410525312468767,0.09424755977938712,0.21759914270654251,0.3186848704893598,0.3771479386606324,0.39180199931052895,0.3744292620572372,0.3387245028312997
-0.22269780152657936,-0.2490328798237239,-0.2733884723799527,-0.2935566042431125,-0.30619590348253756,-0.23256338397252166,-0.22549764925938415,-0.2077924119155285,-0.17279924997610246,-0.30694019012112184,-0.2913689897157232,-0.25708542781776966,-0.20570815819597577,-0.14269943036056043,-0.07488790455032868,-0.00795187700493627,0.054510512765986396,0.11066795766841486,0.15977730219847341,-0.11282471565941657,-0.022410525312468767,0.09424755977938712,0.21759914270654251,0.3186848704893598,0.3771479386606324,0.39180199931052895,0.3744292620572372,0.3387245028312997,0.2945631415232579
-0.2490328798237239,-0.2733884723799527,-0.2935566042431125,-0.30619590348253756,-0.30694019012112184,-0.22549764925938415,-0.2077924119155285,-0.17279924997610246,-0.11282471565941657,-0.2913689897157232,-0.25708542781776966,-0.20570815819597577,-0.14269943036056043,-0.07488790455032868,-0.00795187700493627,0.054510512765986396,0.11066795766841486,0.15977730219847341,0.2016519091291622,-0.022410525312468767,0.09424755977938712,0.21759914270654251,0.3186848704893598,0.3771479386606324,0.39180199931052895,0.3744292620572372,0.3387245028312997,0.2945631415232579,0.2474219888476455
-0.2733884723799527,-0.2935566042431125,-0.30619590348253756,-0.30694019012112184,-0.2913689897157232,-0.2077924119155285,-0.17279924997610246,-0.11282471565941657,-0.022410525312468767,-0.25708542781776966,-0.20570815819597577,-0.14269943036056043,-0.07488790455032868,-0.00795187700493627,0.054510512765986396,0.11066795766841486,0.15977730219847341,0.2016519091291622,0.23630987661582603,0.09424755977938712,0.21759914270654251,0.3186848704893598,0.3771479386606324,0.39180199931052895,0.3744292620572372,0.3387245028312997,0.2945631415232579,0.2474219888476455,0.1997940684823013
-0.2935566042431125,-0.30619590348253756,-0.30694019012112184,-0.2913689897157232,-0.25708542781776966,-0.17279924997610246,-0.11282471565941657,-0.022410525312468767,0.09424755977938712,-0.20570815819597577,-0.14269943036056043,-0.07488790455032868,-0.00795187700493627,0.054510512765986396,0.11066795766841486,0.15977730219847341,0.2016519091291622,0.23630987661582603,0.26394349755901136,0.21759914270654251,0.3186848704893598,0.3771479386606324,0.39180199931052895,0.3744292620572372,0.3387245028312997,0.2945631415232579,0.2474219888476455,0.1997940684823013,0.15280309916566986
-0.30619590348253756,-0.30694019012112184,-0.2913689897157232,-0.25708542781776966,-0.20570815819597577,-0.11282471565941657,-0.022410525312468767,0.09424755977938712,0.21759914270654251,-0.14269943036056043,-0.07488790455032868,-0.00795187700493627,0.054510512765986396,0.11066795766841486,0.15977730219847341,0.2016519091291622,0.23630987661582603,0.26394349755901136,0.2848694896772648,0.3186848704893598,0.3771479386606324,0.39180199931052895,0.3744292620572372,0.3387245028312997,0.2945631415232579,0.2474219888476455,0.1997940684823013,0.15280309916566986,0.10729521573229561
-0.30694019012112184,-0.2913689897157232,-0.25708542781776966,-0.20570815819597577,-0.14269943036056043,-0.022410525312468767,0.09424755977938712,0.21759914270654251,0.3186848704893598,-0.07488790455032868,-0.00795187700493627,0.054510512765986396,0.11066795766841486,0.15977730219847341,0.2016519091291622,0.23630987661582603,0.26394349755901136,0.2848694896772648,0.2996760430193153,0.3771479386606324,0.39180199931052895,0.3744292620572372,0.3387245028312997,0.2945631415232579,0.2474219888476455,0.1997940684823013,0.15280309916566986,0.10729521573229561,0.06451683106263131
-0.2913689897157232,-0.25708542781776966,-0.20570815819597577,-0.14269943036056043,-0.07488790455032868,0.09424755977938712,0.21759914270654251,0.3186848704893598,0.3771479386606324,-0.00795187700493627,0.054510512765986396,0.11066795766841486,0.15977730219847341,0.2016519091291622,0.23630987661582603,0.26394349755901136,0.2848694896772648,0.2996760430193153,0.3093133107408028,0.39180199931052895,0.3744292620572372,0.3387245028312997,0.2945631415232579,0.2474219888476455,0.1997940684823013,0.15280309916566986,0.10729521573229561,0.06451683106263131,0.026379612826856705
-0.25708542781776966,-0.20570815819597577,-0.14269943036056043,-0.07488790455032868,-0.00795187700493627,0.21759914270654251,0.3186848704893598,0.3771479386606324,0.39180199931052895,0.054510512765986396,0.11066795766841486,0.15977730219847341,0.2016519091291622,0.23630987661582603,0.26394349755901136,0.2848694896772648,0.2996760430193153,0.3093133107408028,0.3152404566164595,0.3744292620572372,0.3387245028312997,0.2945631415232579,0.2474219888476455,0.1997940684823013,0.15280309916566986,0.10729521573229561,0.06451683106263131,0.026379612826856705,-0.004334563711016197
-0.20570815819597577,-0.14269943036056043,-0.07488790455032868,-0.00795187700493627,0.054510512765986396,0.3186848704893598,0.3771479386606324,0.39180199931052895,0.3744292620572372,0.11066795766841486,0.15977730219847341,0.2016519091291622,0.23630987661582603,0.26394349755901136,0.2848694896772648,0.2996760430193153,0.3093133107408028,0.3152404566164595,0.3195840138993835,0.3387245028312997,0.2945631415232579,0.2474219888476455,0.1997940684823013,0.15280309916566986,0.10729521573229561,0.06451683106263131,0.026379612826856705,-0.004334563711016197,-0.023826663031629086
-0.14269943036056043,-0.07488790455032868,-0.00795187700493627,0.054510512765986396,0.11066795766841486,0.3771479386606324,0.39180199931052895,0.3744292620572372,0.3387245028312997,0.15977730219847341,0.2016519091291622,0.23630987661582603,0.26394349755901136,0.2848694896772648,0.2996760430193153,0.3093133107408028,0.3152404566164595,0.3195840138993835,0.325092639932675,0.2945631415232579,0.2474219888476455,0.1997940684823013,0.15280309916566986,0.10729521573229561,0.06451683106263131,0.026379612826856705,-0.004334563711016197,-0.023826663031629086,-0.027629823398156114
-0.07488790455032868,-0.00795187700493627,0.054510512765986396,0.11066795766841486,0.15977730219847341,0.39180199931052895,0.3744292620572372,0.3387245028312997,0.2945631415232579,0.2016519091291622,0.23630987661582603,0.26394349755901136,0.2848694896772648,0.2996760430193153,0.3093133107408028,0.3152404566164595,0.3195840138993835,0.325092639932675,0.33472990765416255,0.2474219888476455,0.1997940684823013,0.15280309916566986,0.10729521573229561,0.06451683106263131,0.026379612826856705,-0.004334563711016197,-0.023826663031629086,-0.027629823398156114,-0.012127195841314886
-0.00795187700493627,0.054510512765986396,0.11066795766841486,0.15977730219847341,0.2016519091291622,0.3744292620572372,0.3387245028312997,0.2945631415232579,0.2474219888476455,0.23630987661582603,0.26394349755901136,0.2848694896772648,0.2996760430193153,0.3093133107408028,0.3152404566164595,0.3195840138993835,0.325092639932675,0.33472990765416255,0.3507354637878535,0.1997940684823013,0.15280309916566986,0.10729521573229561,0.06451683106263131,0.026379612826856705,-0.004334563711016197,-0.023826663031629086,-0.027629823398156114,-0.012127195841314886,0.02223920741499537
0.054510512765986396,0.11066795766841486,0.15977730219847341,0.2016519091291622,0.23630987661582603,0.3387245028312997,0.2945631415232579,0.2474219888476455,0.1997940684823013,0.26394349755901136,0.2848694896772648,0.2996760430193153,0.3093133107408028,0.3152404566164595,0.3195840138993835,0.325092639932675,0.33472990765416255,0.3507354637878535,0.3731771764162939,0.15280309916566986,0.10729521573229561,0.06451683106263131,0.026379612826856705,-0.004334563711016197,-0.023826663031629086,-0.027629823398156114,-0.012127195841314886,0.02223920741499537,0.06717230503328035
0.11066795766841486,0.15977730219847341,0.2016519091291622,0.23630987661582603,0.26394349755901136,0.2945631415232579,0.2474219888476455,0.1997940684823013,0.15280309916566986,0.2848694896772648,0.2996760430193153,0.3093133107408028,0.3152404566164595,0.3195840138993835,0.325092639932675,0.33472990765416255,0.3507354637878535,0.3731771764162939,0.3987408208418357,0.10729521573229561,0.06451683106263131,0.026379612826856705,-0.004334563711016197,-0.023826663031629086,-0.027629823398156114,-0.012127195841314886,0.02223920741499537,0.06717230503328035,0.10475624204482395
0.15977730219847341,0.2016519091291622,0.23630987661582603,0.26394349755901136,0.2848694896772648,0.2474219888476455,0.1997940684823013,0.15280309916566986,0.10729521573229561,0.2996760430193153,0.3093133107408028,0.3152404566164595,0.3195840138993835,0.325092639932675,0.33472990765416255,0.3507354637878535,0.3731771764162939,0.3987408208418357,0.42066221150409255,0.06451683106263131,0.026379612826856705,-0.004334563711016197,-0.023826663031629086,-0.027629823398156114,-0.012127195841314886,0.02223920741499537,0.06717230503328035,0.10475624204482395,0.11057520830862819
0.2016519091291622,0.23630987661582603,0.26394349755901136,0.2848694896772648,0.2996760430193153,0.1997940684823013,0.15280309916566986,0.10729521573229561,0.06451683106263131,0.3093133107408028,0.3152404566164595,0.3195840138993835,0.325092639932675,0.33472990765416255,0.3507354637878535,0.3731771764162939,0.3987408208418357,0.42066221150409255,0.43098947139812793,0.026379612826856705,-0.004334563711016197,-0.023826663031629086,-0.027629823398156114,-0.012127195841314886,0.02223920741499537,0.06717230503328035,0.10475624204482395,0.11057520830862819,0.06531416156567879
0.23630987661582603,0.26394349755901136,0.2848694896772648,0.2996760430193153,0.3093133107408028,0.15280309916566986,0.10729521573229561,0.06451683106263131,0.026379612826856705,0.3152404566164595,0.3195840138993835,0.325092639932675,0.33472990765416255,0.3507354637878535,0.3731771764162939,0.3987408208418357,0.42066221150409255,0.43098947139812793,0.42437233334992364,-0.004334563711016197,-0.023826663031629086,-0.027629823398156114,-0.012127195841314886,0.02223920741499537,0.06717230503328035,0.10475624204482395,0.11057520830862819,0.06531416156567879,-0.02908466850105063
0.26394349755901136,0.2848694896772648,0.2996760430193153,0.3093133107408028,0.3152404566164595,0.10729521573229561,0.06451683106263131,0.026379612826856705,-0.004334563711016197,0.3195840138993835,0.325092639932675,0.33472990765416255,0.3507354637878535,0.3731771764162939,0.3987408208418357,0.42066221150409255,0.43098947139812793,0.42437233334992364,0.40004162575729474,-0.023826663031629086,-0.027629823398156114,-0.012127195841314886,0.02223920741499537,0.06717230503328035,0.10475624204482395,0.11057520830862819,0.06531416156567879,-0.02908466850105063,-0.14727110036239932
0.2848694896772648,0.2996760430193153,0.3093133107408028,0.3152404566164595,0.3195840138993835,0.06451683106263131,0.026379612826856705,-0.004334563711016197,-0.023826663031629086,0.325092639932675,0.33472990765416255,0.3507354637878535,0.3731771764162939,0.3987408208418357,0.42066221150409255,0.43098947139812793,0.42437233334992364,0.40004162575729474,0.36096092155807047,-0.027629823398156114,-0.012127195841314886,0.02223920741499537,0.06717230503328035,0.10475624204482395,0.11057520830862819,0.06531416156567879,-0.02908466850105063,-0.14727110036239932,-0.25863523732891436
0.2996760430193153,0.3093133107408028,0.3152404566164595,0.3195840138993835,0.325092639932675,0.026379612826856705,-0.004334563711016197,-0.023826663031629086,-0.027629823398156114,0.33472990765416255,0.3507354637878535,0.3731771764162939,0.3987408208418357,0.42066221150409255,0.43098947139812793,0.42437233334992364,0.40004162575729474,0.36096092155807047,0.31156426881190136,-0.012127195841314886,0.02223920741499537,0.06717230503328035,0.10475624204482395,0.11057520830862819,0.06531416156567879,-0.02908466850105063,-0.14727110036239932,-0.25863523732891436,-0.3445246426996349
0.3093133107408028,0.3152404566164595,0.3195840138993835,0.325092639932675,0.33472990765416255,-0.004334563711016197,-0.023826663031629086,-0.027629823398156114,-0.012127195841314886,0.3507354637878535,0.3731771764162939,0.3987408208418357,0.42066221150409255,0.43098947139812793,0.42437233334992364,0.40004162575729474,0.36096092155807047,0.31156426881190136,0.256240470190076,0.02223920741499537,0.06717230503328035,0.10475624204482395,0.11057520830862819,0.06531416156567879,-0.02908466850105063,-0.14727110036239932,-0.25863523732891436,-0.3445246426996349,-0.4001204851494213
0.3152404566164595,0.3195840138993835,0.325092639932675,0.33472990765416255,0.3507354637878535,-0.023826663031629086,-0.027629823398156114,-0.012127195841314886,0.02223920741499537,0.3731771764162939,0.3987408208418357,0.42066221150409255,0.43098947139812793,0.42437233334992364,0.40004162575729474,0.36096092155807047,0.31156426881190136,0.256240470190076,0.19857522272042427,0.06717230503328035,0.10475624204482395,0.11057520830862819,0.06531416156567879,-0.02908466850105063,-0.14727110036239932,-0.25863523732891436,-0.3445246426996349,-0.4001204851494213,-0.42873047106144746
0.3195840138993835,0.325092639932675,0.33472990765416255,0.3507354637878535,0.3731771764162939,-0.027629823398156114,-0.012127195841314886,0.02223920741499537,0.06717230503328035,0.3987408208418357,0.42066221150409255,0.43098947139812793,0.42437233334992364,0.40004162575729474,0.36096092155807047,0.31156426881190136,0.256240470190076,0.19857522272042427,0.14123008637344658,0.10475624204482395,0.11057520830862819,0.06531416156567879,-0.02908466850105063,-0.14727110036239932,-0.25863523732891436,-0.3445246426996349,-0.4001204851494213,-0.42873047106144746,-0.4361931157473522
0.325092639932675,0.33472990765416255,0.3507354637878535,0.3731771764162939,0.3987408208418357,-0.012127195841314886,0.02223920741499537,0.06717230503328035,0.10475624204482395,0.42066221150409255,0.43098947139812793,0.42437233334992364,0.40004162575729474,0.36096092155807047,0.31156426881190136,0.256240470190076,0.19857522272042427,0.14123008637344658,0.08605559753322156,0.11057520830862819,0.06531416156567879,-0.02908466850105063,-0.14727110036239932,-0.25863523732891436,-0.3445246426996349,-0.4001204851494213,-0.42873047106144746,-0.4361931157473522,-0.42840157893958425
0.33472990765416255,0.3507354637878535,0.3731771764162939,0.3987408208418357,0.42066221150409255,0.02223920741499537,0.06717230503328035,0.10475624204482395,0.11057520830862819,0.43098947139812793,0.42437233334992364,0.40004162575729474,0.36096092155807047,0.31156426881190136,0.256240470190076,0.19857522272042427,0.14123008637344658,0.08605559753322156,0.03415235027169872,0.06531416156567879,-0.02908466850105063,-0.14727110036239932,-0.25863523732891436,-0.3445246426996349,-0.4001204851494213,-0.42873047106144746,-0.4361931157473522,-0.42840157893958425,-0.41053581979736803
0.3507354637878535,0.3731771764162939,0.3987408208418357,0.42066221150409255,0.43098947139812793,0.06717230503328035,0.10475624204482395,0.11057520830862819,0.06531416156567879,0.42437233334992364,0.40004162575729474,0.36096092155807047,0.31156426881190136,0.256240470190076,0.19857522272042427,0.14123008637344658,0.08605559753322156,0.03415235027169872,-0.01408036485881159,-0.02908466850105063,-0.14727110036239932,-0.25863523732891436,-0.3445246426996349,-0.4001204851494213,-0.42873047106144746,-0.4361931157473522,-0.42840157893958425,-0.41053581979736803,-0.38725543534584017
0.3731771764162939,0.3987408208418357,0.42066221150409255,0.43098947139812793,0.42437233334992364,0.10475624204482395,0.11057520830862819,0.06531416156567879,-0.02908466850105063,0.40004162575729474,0.36096092155807047,0.31156426881190136,0.256240470190076,0.19857522272042427,0.14123008637344658,0.08605559753322156,0.03415235027169872,-0.01408036485881159,-0.058976232597492406,-0.14727110036239932,-0.25863523732891436,-0.3445246426996349,-0.4001204851494213,-0.42873047106144746,-0.4361931157473522,-0.42840157893958425,-0.41053581979736803,-0.38725543534584017,-0.3632515423885032
0.3987408208418357,0.42066221150409255,0.43098947139812793,0.42437233334992364,0.40004162575729474,0.11057520830862819,0.06531416156567879,-0.02908466850105063,-0.14727110036239932,0.36096092155807047,0.31156426881190136,0.256240470190076,0.19857522272042427,0.14123008637344658,0.08605559753322156,0.03415235027169872,-0.01408036485881159,-0.058976232597492406,-0.10156911006845615,-0.25863523732891436,-0.3445246426996349,-0.4001204851494213,-0.42873047106144746,-0.4361931157473522,-0.42840157893958425,-0.41053581979736803,-0.38725543534584017,-0.3632515423885032,-0.34337950064987094
0.42066221150409255,0.43098947139812793,0.42437233334992364,0.40004162575729474,0.36096092155807047,0.06531416156567879,-0.02908466850105063,-0.14727110036239932,-0.25863523732891436,0.31156426881190136,0.256240470190076,0.19857522272042427,0.14123008637344658,0.08605559753322156,0.03415235027169872,-0.01408036485881159,-0.058976232597492406,-0.10156911006845615,-0.14332607898939898,-0.3445246426996349,-0.4001204851494213,-0.42873047106144746,-0.4361931157473522,-0.42840157893958425,-0.41053581979736803,-0.38725543534584017,-0.3632515423885032,-0.34337950064987094,-0.3318626564191029
0.43098947139812793,0.42437233334992364,0.40004162575729474,0.36096092155807047,0.31156426881190136,-0.02908466850105063,-0.14727110036239932,-0.25863523732891436,-0.3445246426996349,0.256240470190076,0.19857522272042427,0.14123008637344658,0.08605559753322156,0.03415235027169872,-0.01408036485881159,-0.058976232597492406,-0.10156911006845615,-0.14332607898939898,-0.18554681314107058,-0.4001204851494213,-0.42873047106144746,-0.4361931157473522,-0.42840157893958425,-0.41053581979736803,-0.38725543534584017,-0.3632515423885032,-0.34337950064987094,-0.3318626564191029,-0.330318499807192
0.42437233334992364,0.40004162575729474,0.36096092155807047,0.31156426881190136,0.256240470190076,-0.14727110036239932,-0.25863523732891436,-0.3445246426996349,-0.4001204851494213,0.19857522272042427,0.14123008637344658,0.08605559753322156,0.03415235027169872,-0.01408036485881159,-0.058976232597492406,-0.10156911006845615,-0.14332607898939898,-0.18554681314107058,-0.2286487012311269,-0.42873047106144746,-0.4361931157473522,-0.42840157893958425,-0.41053581979736803,-0.38725543534584017,-0.3632515423885032,-0.34337950064987094,-0.3318626564191029,-0.330318499807192,-0.33566004466292226
0.40004162575729474,0.36096092155807047,0.31156426881190136,0.256240470190076,0.19857522272042427,-0.25863523732891436,-0.3445246426996349,-0.4001204851494213,-0.42873047106144746,0.14123008637344658,0.08605559753322156,0.03415235027169872,-0.01408036485881159,-0.058976232597492406,-0.10156911006845615,-0.14332607898939898,-0.18554681314107058,-0.2286487012311269,-0.27182863761611087,-0.4361931157473522,-0.42840157893958425,-0.41053581979736803,-0.38725543534584017,-0.3632515423885032,-0.34337950064987094,-0.3318626564191029,-0.330318499807192,-0.33566004466292226,-0.34061385841087366
0.36096092155807047,0.31156426881190136,0.256240470190076,0.19857522272042427,0.14123008637344658,-0.3445246426996349,-0.4001204851494213,-0.42873047106144746,-0.4361931157473522,0.08605559753322156,0.03415235027169872,-0.01408036485881159,-0.058976232597492406,-0.10156911006845615,-0.14332607898939898,-0.18554681314107058,-0.2286487012311269,-0.27182863761611087,-0.31332205214983455,-0.42840157893958425,-0.41053581979736803,-0.38725543534584017,-0.3632515423885032,-0.34337950064987094,-0.3318626564191029,-0.330318499807192,-0.33566004466292226,-0.34061385841087366,-0.3372735019680735
0.31156426881190136,0.256240470190076,0.19857522272042427,0.14123008637344658,0.08605559753322156,-0.4001204851494213,-0.42873047106144746,-0.4361931157473522,-0.42840157893958425,0.03415235027169872,-0.01408036485881159,-0.058976232597492406,-0.10156911006845615,-0.14332607898939898,-0.18554681314107058,-0.2286487012311269,-0.27182863761611087,-0.31332205214983455,-0.3509040028595084,-0.41053581979736803,-0.38725543534584017,-0.3632515423885032,-0.34337950064987094,-0.3318626564191029,-0.330318499807192,-0.33566004466292226,-0.34061385841087366,-0.3372735019680735,-0.3206516764715794
0.256240470190076,0.19857522272042427,0.14123008637344658,0.08605559753322156,0.03415235027169872,-0.42873047106144746,-0.4361931157473522,-0.42840157893958425,-0.41053581979736803,-0.01408036485881159,-0.058976232597492406,-0.10156911006845615,-0.14332607898939898,-0.18554681314107058,-0.2286487012311269,-0.27182863761611087,-0.31332205214983455,-0.3509040028595084,-0.38214368125528797,-0.38725543534584017,-0.3632515423885032,-0.34337950064987094,-0.3318626564191029,-0.330318499807192,-0.33566004466292226,-0.34061385841087366,-0.3372735019680735,-0.3206516764715794,-0.28882522229879254
